Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Legal - CFR Title 26,rare disease or condition,,FALSE
en-US,Legal - CFR Title 5,rate of basic pay,,FALSE
en-US,Legal - CFR Title 10,rating,,FALSE
en-US,Legal - CFR Title 8,readability,,FALSE
en-US,Legal - CFR Title 5,readily available in the market,,FALSE
en-US,Legal - CFR Title 9,ready-to-cook poultry,,FALSE
en-US,Legal - CFR Title 12,re-age,,FALSE
en-US,Legal - CFR Title 26,real estate assets,,FALSE
en-US,Legal - CFR Title 26,real estate investment trust,,FALSE
en-US,Legal - CFR Title 27,real property construction or improvement financing agreement,,FALSE
en-US,Legal - CFR Title 26,real property taxes,,FALSE
en-US,Legal - CFR Title 24,"real, personal or mixed",,FALSE
en-US,Legal - CFR Title 10,reasonable grounds to believe,,FALSE
en-US,Legal - CFR Title 18,reasonable person,,FALSE
en-US,Legal - CFR Title 19,reasonable suspicion of unlawful activity,,FALSE
en-US,Legal - CFR Title 19,reasonably allocate,,FALSE
en-US,Legal - CFR Title 7,reasonably free from defects,,FALSE
en-US,Legal - CFR Title 7,reasonably free from pits,,FALSE
en-US,Legal - CFR Title 7,reasonably good character,,FALSE
en-US,Legal - CFR Title 7,reasonably good color,,FALSE
en-US,Legal - CFR Title 7,reasonably good red color,,FALSE
en-US,Legal - CFR Title 7,reasonably uniform in size,,FALSE
en-US,Legal - CFR Title 7,reasonably well colored,,FALSE
en-US,Legal - CFR Title 26,recapture amount,,FALSE
en-US,Legal - CFR Title 26,recapture determination,,FALSE
en-US,Legal - CFR Title 26,recapture year,,FALSE
en-US,Legal - CFR Title 12,recast,,FALSE
en-US,Legal - CFR Title 26,receivables,,FALSE
en-US,Legal - CFR Title 7,received,,FALSE
en-US,Legal - CFR Title 20,recommended,,FALSE
en-US,Legal - CFR Title 12,recommending agencies,,FALSE
en-US,Legal - CFR Title 26,recomputed income or loss,,FALSE
en-US,Legal - CFR Title 26,reconstruction,,FALSE
en-US,Legal - CFR Title 25,record,,FALSE
en-US,Legal - CFR Title 12,recorded investment in a loan,,FALSE
en-US,Legal - CFR Title 19,records,,FALSE
en-US,Legal - CFR Title 20,records of the joint board,,FALSE
en-US,Legal - CFR Title 19,recovered goods,,FALSE
en-US,Legal - CFR Title 7,red,,FALSE
en-US,Legal - CFR Title 10,reduced heat input rate,,FALSE
en-US,Legal - CFR Title 13,reduced price,,FALSE
en-US,Legal - CFR Title 26,reemployment commencement date,,FALSE
en-US,Legal - CFR Title 7,referendum,,FALSE
en-US,Legal - CFR Title 26,refunding obligation,,FALSE
en-US,Legal - CFR Title 19,region,,FALSE
en-US,Legal - CFR Title 19,region of origin,,FALSE
en-US,Legal - CFR Title 15,regional information coordination entity,,FALSE
en-US,Legal - CFR Title 20,registered apprenticeship program,,FALSE
en-US,Legal - CFR Title 26,registered historic district,,FALSE
en-US,Legal - CFR Title 8,registered nurse,,FALSE
en-US,Legal - CFR Title 17,registered swap data repository,,FALSE
en-US,Legal - CFR Title 12,registrant,,FALSE
en-US,Legal - CFR Title 20,registration period,,FALSE
en-US,Legal - CFR Title 26,registration-required obligation,,FALSE
en-US,Legal - CFR Title 26,regular dealer,,FALSE
en-US,Legal - CFR Title 7,regular session,,FALSE
en-US,Legal - CFR Title 5,regular working hours,,FALSE
en-US,Legal - CFR Title 12,regulated entities,,FALSE
en-US,Legal - CFR Title 5,regulated entities,,FALSE
en-US,Legal - CFR Title 17,regulated person,,FALSE
en-US,Legal - CFR Title 12,regulations,,FALSE
en-US,Legal - CFR Title 7,regulations,,FALSE
en-US,Legal - CFR Title 9,regulations,,FALSE
en-US,Legal - CFR Title 26,regulatory body described in section 167(l)(3)(a),,FALSE
en-US,Legal - CFR Title 7,regulatory created assets,,FALSE
en-US,Legal - CFR Title 26,rehabilitation percentage,,FALSE
en-US,Legal - CFR Title 19,reimbursable,,FALSE
en-US,Legal - CFR Title 26,reimbursement or other expense allowance arrangement,,FALSE
en-US,Legal - CFR Title 7,rejection number,,FALSE
en-US,Legal - CFR Title 27,relanding,,FALSE
en-US,Legal - CFR Title 26,related,,FALSE
en-US,Legal - CFR Title 12,related assets and liabilities,,FALSE
en-US,Legal - CFR Title 17,related cash or forward transaction,,FALSE
en-US,Legal - CFR Title 26,related controlled foreign corporation,,FALSE
en-US,Legal - CFR Title 14,related entity,,FALSE
en-US,Legal - CFR Title 26,related group,,FALSE
en-US,Legal - CFR Title 26,related or sequential option,,FALSE
en-US,Legal - CFR Title 26,related party,,FALSE
en-US,Legal - CFR Title 26,related person,,FALSE
en-US,Legal - CFR Title 7,related record,,FALSE
en-US,Legal - CFR Title 26,related shipping asset,,FALSE
en-US,Legal - CFR Title 26,related supplier,,FALSE
en-US,Legal - CFR Title 19,related to the person,,FALSE
en-US,Legal - CFR Title 5,relates to the employee's official duties,,FALSE
en-US,Legal - CFR Title 19,relationship,,FALSE
en-US,Legal - CFR Title 22,relationship,,FALSE
en-US,Legal - CFR Title 26,relevant taxpayer,,FALSE
en-US,Legal - CFR Title 10,remainder,,FALSE
en-US,Legal - CFR Title 5,remaining portion of the basic employee death benefit,,FALSE
en-US,Legal - CFR Title 19,remanufactured good,,FALSE
en-US,Legal - CFR Title 19,remanufactured goods,,FALSE
en-US,Legal - CFR Title 12,remittance transfer,,FALSE
en-US,Legal - CFR Title 27,removed,,FALSE
en-US,Legal - CFR Title 9,renderer,,FALSE
en-US,Legal - CFR Title 26,renewable energy source expenditures,,FALSE
en-US,Legal - CFR Title 12,renewal,,FALSE
en-US,Legal - CFR Title 26,rental allowance,,FALSE
en-US,Legal - CFR Title 26,rents from real property,,FALSE
en-US,Legal - CFR Title 20,repair,,FALSE
en-US,Legal - CFR Title 26,repair allowance property,,FALSE
en-US,Legal - CFR Title 19,repair or alteration,,FALSE
en-US,Legal - CFR Title 19,repairs or alterations,,FALSE
en-US,Legal - CFR Title 20,replacement payment,,FALSE
en-US,Legal - CFR Title 15,report,,FALSE
en-US,Legal - CFR Title 7,reporting day,,FALSE
en-US,Legal - CFR Title 17,reporting entity,,FALSE
en-US,Legal - CFR Title 17,reporting futures commission merchant,,FALSE
en-US,Legal - CFR Title 26,reporting period,,FALSE
en-US,Legal - CFR Title 7,representative of a producer,,FALSE
en-US,Legal - CFR Title 22,representative of the news media,,FALSE
en-US,Legal - CFR Title 26,representative period,,FALSE
en-US,Legal - CFR Title 14,representative sampling of tests,,FALSE
en-US,Legal - CFR Title 22,request,,FALSE
en-US,Legal - CFR Title 1,request for access to a record,,FALSE
en-US,Legal - CFR Title 1,request for amendment or correction of a record,,FALSE
en-US,Legal - CFR Title 1,request for an accounting,,FALSE
en-US,Legal - CFR Title 1,requester,,FALSE
en-US,Legal - CFR Title 6,requester category,,FALSE
en-US,Legal - CFR Title 27,required refiling period,,FALSE
en-US,Legal - CFR Title 7,research,,FALSE
en-US,Legal - CFR Title 13,research and development,,FALSE
en-US,Legal - CFR Title 7,reservation,,FALSE
en-US,Legal - CFR Title 12,residential real estate loan,,FALSE
en-US,Legal - CFR Title 26,residential real property for family units,,FALSE
en-US,Legal - CFR Title 7,respondent,,FALSE
en-US,Legal - CFR Title 24,responsible entity,,FALSE
en-US,Legal - CFR Title 19,responsible supervision and control,,FALSE
en-US,Legal - CFR Title 27,retail sale,,FALSE
en-US,Legal - CFR Title 26,retirement,,FALSE
en-US,Legal - CFR Title 1,review,,FALSE
en-US,Legal - CFR Title 22,review,,FALSE
en-US,Legal - CFR Title 5,review,,FALSE
en-US,Legal - CFR Title 12,rewrite,,FALSE
en-US,Legal - CFR Title 26,rigid foam,,FALSE
en-US,Legal - CFR Title 26,rigid foam insulation,,FALSE
en-US,Legal - CFR Title 7,ripe,,FALSE
en-US,Legal - CFR Title 26,rolling stock,,FALSE
en-US,Legal - CFR Title 26,roofed enclosure,,FALSE
en-US,Legal - CFR Title 27,roofed enclosure,,FALSE
en-US,Legal - CFR Title 19,rough diamond,,FALSE
en-US,Legal - CFR Title 25,routine use,,FALSE
en-US,Legal - CFR Title 19,royalties,,FALSE
en-US,Legal - CFR Title 19,rubies,,FALSE
en-US,Legal - CFR Title 5,rule,,FALSE
en-US,Legal - CFR Title 7,rus accounting requirements,,FALSE
en-US,Legal - CFR Title 7,rus regulations,,FALSE
en-US,Legal - CFR Title 6,safety act application kit,,FALSE
en-US,Legal - CFR Title 12,safety and soundness act,,FALSE
en-US,Legal - CFR Title 26,salaries and wages,,FALSE
en-US,Legal - CFR Title 26,sale,,FALSE
en-US,Legal - CFR Title 26,sale of commodities,,FALSE
en-US,Legal - CFR Title 26,sales,,FALSE
en-US,Legal - CFR Title 19,"sales promotion, marketing, and after-sales service costs",,FALSE
en-US,Legal - CFR Title 26,sales tax,,FALSE
en-US,Legal - CFR Title 26,salvage value,,FALSE
en-US,Legal - CFR Title 10,same aedm,,FALSE
en-US,Legal - CFR Title 13,same institution debt,,FALSE
en-US,Legal - CFR Title 8,same occupational classification,,FALSE
en-US,Legal - CFR Title 20,same time,,FALSE
en-US,Legal - CFR Title 5,same-sex domestic partner,,FALSE
en-US,Legal - CFR Title 7,sample,,FALSE
en-US,Legal - CFR Title 7,sample size,,FALSE
en-US,Legal - CFR Title 7,sample unit,,FALSE
en-US,Legal - CFR Title 7,sampling,,FALSE
en-US,Legal - CFR Title 19,satisfactory evidence,,FALSE
en-US,Legal - CFR Title 12,savings association,,FALSE
en-US,Legal - CFR Title 13,sba-supervised lender,,FALSE
en-US,Legal - CFR Title 14,scheduled passenger-carrying operations,,FALSE
en-US,Legal - CFR Title 26,school bus,,FALSE
en-US,Legal - CFR Title 8,"science, technology, engineering or mathematics field",,FALSE
en-US,Legal - CFR Title 17,sdr information,,FALSE
en-US,Legal - CFR Title 1,search,,FALSE
en-US,Legal - CFR Title 22,search,,FALSE
en-US,Legal - CFR Title 5,search,,FALSE
en-US,Legal - CFR Title 11,search time,,FALSE
en-US,Legal - CFR Title 10,seasonal off switch,,FALSE
en-US,Legal - CFR Title 19,second applicable one-year period,,FALSE
en-US,Legal - CFR Title 26,second foreign household,,FALSE
en-US,Legal - CFR Title 26,second phase,,FALSE
en-US,Legal - CFR Title 26,second residence,,FALSE
en-US,Legal - CFR Title 26,second-tier corporation,,FALSE
en-US,Legal - CFR Title 15,secretary,,FALSE
en-US,Legal - CFR Title 25,secretary,,FALSE
en-US,Legal - CFR Title 6,secretary,,FALSE
en-US,Legal - CFR Title 7,secretary,,FALSE
en-US,Legal - CFR Title 9,secretary,,FALSE
en-US,Legal - CFR Title 15,section,,FALSE
en-US,Legal - CFR Title 26,section 126 cost,,FALSE
en-US,Legal - CFR Title 26,section 126 improvement,,FALSE
en-US,Legal - CFR Title 26,section 126 property,,FALSE
en-US,Legal - CFR Title 26,section 167(l) public utility activity,,FALSE
en-US,Legal - CFR Title 26,section 341 assets,,FALSE
en-US,Legal - CFR Title 26,section 38 property,,FALSE
en-US,Legal - CFR Title 17,section 8 material,,FALSE
en-US,Legal - CFR Title 26,section 911(a)(1) limitation,,FALSE
en-US,Legal - CFR Title 26,section 962 earnings and profits,,FALSE
en-US,Legal - CFR Title 26,section 988 transaction,,FALSE
en-US,Legal - CFR Title 10,section xi,,FALSE
en-US,Legal - CFR Title 26,secured debt,,FALSE
en-US,Legal - CFR Title 13,secured third-party debt,,FALSE
en-US,Legal - CFR Title 7,secured third-party debt,,FALSE
en-US,Legal - CFR Title 19,securing the aircraft,,FALSE
en-US,Legal - CFR Title 12,securities,,FALSE
en-US,Legal - CFR Title 26,securities,,FALSE
en-US,Legal - CFR Title 12,securitization,,FALSE
en-US,Legal - CFR Title 12,securitization exposure,,FALSE
en-US,Legal - CFR Title 26,security,,FALSE
en-US,Legal - CFR Title 7,SED,,TRUE
en-US,Legal - CFR Title 18,segregated facilities,,FALSE
en-US,Legal - CFR Title 7,segregation 2 peanuts,,FALSE
en-US,Legal - CFR Title 7,segregation 3 peanuts,,FALSE
en-US,Legal - CFR Title 7,segregation l peanuts,,FALSE
en-US,Legal - CFR Title 26,self-construction,,FALSE
en-US,Legal - CFR Title 26,self-employment income,,FALSE
en-US,Legal - CFR Title 19,self-produced material,,FALSE
en-US,Legal - CFR Title 17,self-regulatory organization,,FALSE
en-US,Legal - CFR Title 6,seller,,FALSE
en-US,Legal - CFR Title 12,seller dissolution option,,FALSE
en-US,Legal - CFR Title 24,seller dissolution option,,FALSE
en-US,Legal - CFR Title 26,selling price,,FALSE
en-US,Legal - CFR Title 26,semimonthly period,,FALSE
en-US,Legal - CFR Title 27,semimonthly period,,FALSE
en-US,Legal - CFR Title 12,sender,,FALSE
en-US,Legal - CFR Title 12,sender,,FALSE
en-US,Legal - CFR Title 12,senior executive,,FALSE
en-US,Legal - CFR Title 12,senior management employee,,FALSE
en-US,Legal - CFR Title 26,separate accounting of assets,,FALSE
en-US,Legal - CFR Title 12,separate fee,,FALSE
en-US,Legal - CFR Title 26,separate return year,,FALSE
en-US,Legal - CFR Title 26,separate unit,,FALSE
en-US,Legal - CFR Title 20,sequential service strategy,,FALSE
en-US,Legal - CFR Title 19,series of importations,,FALSE
en-US,Legal - CFR Title 7,serious damage,,FALSE
en-US,Legal - CFR Title 7,seriously deformed,,FALSE
en-US,Legal - CFR Title 18,service,,FALSE
en-US,Legal - CFR Title 20,service,,FALSE
en-US,Legal - CFR Title 18,service company,,FALSE
en-US,Legal - CFR Title 12,service fee,,FALSE
en-US,Legal - CFR Title 20,services,,FALSE
en-US,Legal - CFR Title 9,serving size,,FALSE
en-US,Legal - CFR Title 17,settlement,,FALSE
en-US,Legal - CFR Title 17,settlement bank,,FALSE
en-US,Legal - CFR Title 7,settling,,FALSE
en-US,Legal - CFR Title 26,sewage disposal facilities,,FALSE
en-US,Legal - CFR Title 19,sewing thread,,FALSE
en-US,Legal - CFR Title 12,shares,,FALSE
en-US,Legal - CFR Title 7,shell egg packer,,FALSE
en-US,Legal - CFR Title 19,shipment,,FALSE
en-US,Legal - CFR Title 5,shipments provided by the government,,FALSE
en-US,Legal - CFR Title 19,shipping and packing costs,,FALSE
en-US,Legal - CFR Title 7,shipping case,,FALSE
en-US,Legal - CFR Title 7,shipping container,,FALSE
en-US,Legal - CFR Title 9,shipping container,,FALSE
en-US,Legal - CFR Title 9,shipping container,,FALSE
en-US,Legal - CFR Title 14,shore,,FALSE
en-US,Legal - CFR Title 26,short-term lease,,FALSE
en-US,Legal - CFR Title 26,short-term lease property,,FALSE
en-US,Legal - CFR Title 18,SHPO,,TRUE
en-US,Legal - CFR Title 12,signature,,FALSE
en-US,Legal - CFR Title 7,significant,,FALSE
en-US,Legal - CFR Title 15,significant adverse environmental effect,,FALSE
en-US,Legal - CFR Title 12,significant bank holding company,,FALSE
en-US,Legal - CFR Title 12,significant change in account terms,,FALSE
en-US,Legal - CFR Title 26,significant expenditures,,FALSE
en-US,Legal - CFR Title 12,significant nonbank financial company,,FALSE
en-US,Legal - CFR Title 7,significant return,,FALSE
en-US,Legal - CFR Title 12,significant subsidiary,,FALSE
en-US,Legal - CFR Title 24,significant work,,FALSE
en-US,Legal - CFR Title 10,significantly changed circumstances,,FALSE
en-US,Legal - CFR Title 8,similar occupational classification,,FALSE
en-US,Legal - CFR Title 19,simple assembly,,FALSE
en-US,Legal - CFR Title 19,simple combining or packaging operations,,FALSE
en-US,Legal - CFR Title 13,single construction project,,FALSE
en-US,Legal - CFR Title 7,single cross,,FALSE
en-US,Legal - CFR Title 26,single first-tier corporation,,FALSE
en-US,Legal - CFR Title 10,single-stage thermostat,,FALSE
en-US,Legal - CFR Title 20,sister,,FALSE
en-US,Legal - CFR Title 7,size,,FALSE
en-US,Legal - CFR Title 19,SLA,,TRUE
en-US,Legal - CFR Title 9,slaughter,,FALSE
en-US,Legal - CFR Title 7,slaughter data,,FALSE
en-US,Legal - CFR Title 7,slaughter week,,FALSE
en-US,Legal - CFR Title 7,slightly skinned,,FALSE
en-US,Legal - CFR Title 7,slightly thick,,FALSE
en-US,Legal - CFR Title 26,small issuance,,FALSE
en-US,Legal - CFR Title 10,small radium sources,,FALSE
en-US,Legal - CFR Title 20,small vessel,,FALSE
en-US,Legal - CFR Title 15,software,,FALSE
en-US,Legal - CFR Title 26,solar collection area,,FALSE
en-US,Legal - CFR Title 26,solar energy property,,FALSE
en-US,Legal - CFR Title 26,sole proprietorship,,FALSE
en-US,Legal - CFR Title 17,solicit,,FALSE
en-US,Legal - CFR Title 12,solicitation,,FALSE
en-US,Legal - CFR Title 17,solicitation,,FALSE
en-US,Legal - CFR Title 7,sow,,FALSE
en-US,Legal - CFR Title 26,space-available flight,,FALSE
en-US,Legal - CFR Title 24,special assessment,,FALSE
en-US,Legal - CFR Title 26,special dealer,,FALSE
en-US,Legal - CFR Title 26,special dividend,,FALSE
en-US,Legal - CFR Title 17,special entity,,FALSE
en-US,Legal - CFR Title 26,special purpose governmental unit,,FALSE
en-US,Legal - CFR Title 15,specially designed for medical end-use,,FALSE
en-US,Legal - CFR Title 26,specific economic benefit,,FALSE
en-US,Legal - CFR Title 12,specific material terms,,FALSE
en-US,Legal - CFR Title 12,specific type of credit product,,FALSE
en-US,Legal - CFR Title 26,specific used property asset guideline class,,FALSE
en-US,Legal - CFR Title 12,specified financial condition clause,,FALSE
en-US,Legal - CFR Title 7,spent fowl,,FALSE
en-US,Legal - CFR Title 9,spice,,FALSE
en-US,Legal - CFR Title 26,spinoff,,FALSE
en-US,Legal - CFR Title 26,spot rate,,FALSE
en-US,Legal - CFR Title 26,spot rate on the booking date,,FALSE
en-US,Legal - CFR Title 26,spot rate on the payment date,,FALSE
en-US,Legal - CFR Title 10,SRO,,TRUE
en-US,Legal - CFR Title 10,stack,,FALSE
en-US,Legal - CFR Title 10,stack damper,,FALSE
en-US,Legal - CFR Title 10,stack gases,,FALSE
en-US,Legal - CFR Title 7,stag,,FALSE
en-US,Legal - CFR Title 14,stage 1 airplane,,FALSE
en-US,Legal - CFR Title 14,stage 1 noise level,,FALSE
en-US,Legal - CFR Title 14,stage 2 airplane,,FALSE
en-US,Legal - CFR Title 14,stage 2 noise level,,FALSE
en-US,Legal - CFR Title 14,stage 3 airplane,,FALSE
en-US,Legal - CFR Title 14,stage 3 helicopter,,FALSE
en-US,Legal - CFR Title 14,stage 3 noise level,,FALSE
en-US,Legal - CFR Title 14,stage 4 airplane,,FALSE
en-US,Legal - CFR Title 14,stage 4 noise level,,FALSE
en-US,Legal - CFR Title 10,stand-alone,,FALSE
en-US,Legal - CFR Title 10,standard sales provisions,,FALSE
en-US,Legal - CFR Title 10,standard size,,FALSE
en-US,Legal - CFR Title 26,standby letter of credit,,FALSE
en-US,Legal - CFR Title 10,standby mode,,FALSE
en-US,Legal - CFR Title 7,started pullet,,FALSE
en-US,Legal - CFR Title 26,startup day,,FALSE
en-US,Legal - CFR Title 26,start-up expense,,FALSE
en-US,Legal - CFR Title 10,state,,FALSE
en-US,Legal - CFR Title 12,state,,FALSE
en-US,Legal - CFR Title 13,state,,FALSE
en-US,Legal - CFR Title 20,state,,FALSE
en-US,Legal - CFR Title 24,state,,FALSE
en-US,Legal - CFR Title 25,state,,FALSE
en-US,Legal - CFR Title 26,state,,FALSE
en-US,Legal - CFR Title 7,state,,FALSE
en-US,Legal - CFR Title 9,state,,FALSE
en-US,Legal - CFR Title 12,state agency,,FALSE
en-US,Legal - CFR Title 15,state agency,,FALSE
en-US,Legal - CFR Title 20,state benefit,,FALSE
en-US,Legal - CFR Title 26,state certifying authority,,FALSE
en-US,Legal - CFR Title 18,state commission,,FALSE
en-US,Legal - CFR Title 26,state death taxes,,FALSE
en-US,Legal - CFR Title 7,state director,,FALSE
en-US,Legal - CFR Title 12,state law,,FALSE
en-US,Legal - CFR Title 6,"state law, regulation or administrative action",,FALSE
en-US,Legal - CFR Title 20,state or federal benefit,,FALSE
en-US,Legal - CFR Title 12,state savings association,,FALSE
en-US,Legal - CFR Title 13,statement,,FALSE
en-US,Legal - CFR Title 5,static or well-stabilized medical condition,,FALSE
en-US,Legal - CFR Title 26,statistical area,,FALSE
en-US,Legal - CFR Title 25,statistical records,,FALSE
en-US,Legal - CFR Title 17,statutory disqualification,,FALSE
en-US,Legal - CFR Title 26,statutory grouping,,FALSE
en-US,Legal - CFR Title 26,statutory rate,,FALSE
en-US,Legal - CFR Title 26,statutory subsistence allowance,,FALSE
en-US,Legal - CFR Title 10,steady-state conditions for vented home heating equipment,,FALSE
en-US,Legal - CFR Title 10,step-modulating control,,FALSE
en-US,Legal - CFR Title 12,step-rate mortgage,,FALSE
en-US,Legal - CFR Title 26,stock,,FALSE
en-US,Legal - CFR Title 16,stockpiling,,FALSE
en-US,Legal - CFR Title 26,storage mass,,FALSE
en-US,Legal - CFR Title 12,store gift card,,FALSE
en-US,Legal - CFR Title 10,strategic petroleum reserve,,FALSE
en-US,Legal - CFR Title 20,student,,FALSE
en-US,Legal - CFR Title 26,student,,FALSE
en-US,Legal - CFR Title 26,student loan bond,,FALSE
en-US,Legal - CFR Title 19,subheading,,FALSE
en-US,Legal - CFR Title 1,submitter,,FALSE
en-US,Legal - CFR Title 5,submitter,,FALSE
en-US,Legal - CFR Title 27,subordinate,,FALSE
en-US,Legal - CFR Title 7,subordinate inspector,,FALSE
en-US,Legal - CFR Title 7,subordinated,,FALSE
en-US,Legal - CFR Title 9,subsection,,FALSE
en-US,Legal - CFR Title 26,subsection (l) method,,FALSE
en-US,Legal - CFR Title 12,subsidiary,,FALSE
en-US,Legal - CFR Title 7,subsidiary,,FALSE
en-US,Legal - CFR Title 13,subsidiary company,,FALSE
en-US,Legal - CFR Title 7,subsidiary company,,FALSE
en-US,Legal - CFR Title 20,subsidiary remuneration,,FALSE
en-US,Legal - CFR Title 26,subsidized energy financing,,FALSE
en-US,Legal - CFR Title 13,subsidized leverage,,FALSE
en-US,Legal - CFR Title 14,subsonic airplane,,FALSE
en-US,Legal - CFR Title 14,substance dependence,,FALSE
en-US,Legal - CFR Title 13,substantial,,FALSE
en-US,Legal - CFR Title 13,substantial benefit,,FALSE
en-US,Legal - CFR Title 12,substantial loss,,FALSE
en-US,Legal - CFR Title 17,substantial position,,FALSE
en-US,Legal - CFR Title 5,substantially,,FALSE
en-US,Legal - CFR Title 13,substantially all,,FALSE
en-US,Legal - CFR Title 20,substantially all,,FALSE
en-US,Legal - CFR Title 26,substantially all,,FALSE
en-US,Legal - CFR Title 20,substantially less than full time,,FALSE
en-US,Legal - CFR Title 19,substantially transformed,,FALSE
en-US,Legal - CFR Title 17,substantially verbatim notes,,FALSE
en-US,Legal - CFR Title 15,substantive objection,,FALSE
en-US,Legal - CFR Title 5,subtle incapacitation,,FALSE
en-US,Legal - CFR Title 26,successor-in-interest,,FALSE
en-US,Legal - CFR Title 7,successor-in-interest,,FALSE
en-US,Legal - CFR Title 5,sudden incapacitation,,FALSE
en-US,Legal - CFR Title 20,sum or damages paid or payable,,FALSE
en-US,Legal - CFR Title 7,sunscald,,FALSE
en-US,Legal - CFR Title 25,superintendent,,FALSE
en-US,Legal - CFR Title 25,superintendent,,FALSE
en-US,Legal - CFR Title 14,supersonic airplane,,FALSE
en-US,Legal - CFR Title 12,supervisory agency,,FALSE
en-US,Legal - CFR Title 25,supplemental programs,,FALSE
en-US,Legal - CFR Title 26,supplies for vessels or aircraft,,FALSE
en-US,Legal - CFR Title 27,supplies for vessels or aircraft,,FALSE
en-US,Legal - CFR Title 12,support,,FALSE
en-US,Legal - CFR Title 26,supported organization,,FALSE
en-US,Legal - CFR Title 26,surcharge period,,FALSE
en-US,Legal - CFR Title 25,surplus government property,,FALSE
en-US,Legal - CFR Title 27,surplus proceeds,,FALSE
en-US,Legal - CFR Title 20,surviving spouse,,FALSE
en-US,Legal - CFR Title 26,surviving spouse,,FALSE
en-US,Legal - CFR Title 20,survivor,,FALSE
en-US,Legal - CFR Title 5,survivor benefits under a retirement system for members of the uniformed services,,FALSE
en-US,Legal - CFR Title 7,suspend,,FALSE
en-US,Legal - CFR Title 20,sustained fiscal integrity,,FALSE
en-US,Legal - CFR Title 17,swap data,,FALSE
en-US,Legal - CFR Title 17,swap dealer,,FALSE
en-US,Legal - CFR Title 7,swine,,FALSE
en-US,Legal - CFR Title 7,swine committed,,FALSE
en-US,Legal - CFR Title 7,swine or pork market formula purchase,,FALSE
en-US,Legal - CFR Title 26,swiss corporation or other entity,,FALSE
en-US,Legal - CFR Title 26,swiss enterprise,,FALSE
en-US,Legal - CFR Title 26,swiss tax,,FALSE
en-US,Legal - CFR Title 19,switchblade knife,,FALSE
en-US,Legal - CFR Title 7,switching,,FALSE
en-US,Legal - CFR Title 26,switzerland,,FALSE
en-US,Legal - CFR Title 21,symbols glossary,,FALSE
en-US,Legal - CFR Title 15,system,,FALSE
en-US,Legal - CFR Title 25,system manager,,FALSE
en-US,Legal - CFR Title 25,system notice,,FALSE
en-US,Legal - CFR Title 25,system of records,,FALSE
en-US,Legal - CFR Title 15,system plan,,FALSE
en-US,Legal - CFR Title 7,tabletop,,FALSE
en-US,Legal - CFR Title 26,tangible personal property,,FALSE
en-US,Legal - CFR Title 26,tangible property costs,,FALSE
en-US,Legal - CFR Title 26,targeted area project,,FALSE
en-US,Legal - CFR Title 26,targeted area residence,,FALSE
en-US,Legal - CFR Title 19,tariff preference level,,FALSE
en-US,Legal - CFR Title 27,tax,,FALSE
en-US,Legal - CFR Title 7,tax,,FALSE
en-US,Legal - CFR Title 18,tax allocation within a period,,FALSE
en-US,Legal - CFR Title 26,tax liability,,FALSE
en-US,Legal - CFR Title 27,tax liability,,FALSE
en-US,Legal - CFR Title 26,taxable income,,FALSE
en-US,Legal - CFR Title 26,taxable income attributable to the operation of the agreement vessels,,FALSE
en-US,Legal - CFR Title 26,taxable period,,FALSE
en-US,Legal - CFR Title 26,taxable year,,FALSE
en-US,Legal - CFR Title 26,taxable year of a corporation in a group,,FALSE
en-US,Legal - CFR Title 26,taxed chemical,,FALSE
en-US,Legal - CFR Title 26,taxed component,,FALSE
en-US,Legal - CFR Title 26,taxes,,FALSE
en-US,Legal - CFR Title 26,taxpayer,,FALSE
en-US,Legal - CFR Title 12,tax-shelter program,,FALSE
en-US,Legal - CFR Title 10,TDA,,TRUE
en-US,Legal - CFR Title 5,teaching,,FALSE
en-US,Legal - CFR Title 26,technical advice,,FALSE
en-US,Legal - CFR Title 10,technical data and information having commercial value,,FALSE
en-US,Legal - CFR Title 12,technical deficiency,,FALSE
en-US,Legal - CFR Title 10,"technical information or data, including economic evaluations thereof, of a proprietary nature",,FALSE
en-US,Legal - CFR Title 6,technology,,FALSE
en-US,Legal - CFR Title 19,tecro/ait carnet,,FALSE
en-US,Legal - CFR Title 26,telegraph service,,FALSE
en-US,Legal - CFR Title 26,teletypewriter exchange service,,FALSE
en-US,Legal - CFR Title 10,temperature sensing control,,FALSE
en-US,Legal - CFR Title 18,temporary difference,,FALSE
en-US,Legal - CFR Title 26,temporary global security,,FALSE
en-US,Legal - CFR Title 19,tenure rights,,FALSE
en-US,Legal - CFR Title 7,terminate,,FALSE
en-US,Legal - CFR Title 7,terms of trade,,FALSE
en-US,Legal - CFR Title 19,territorial airspace of the united states,,FALSE
en-US,Legal - CFR Title 19,territory,,FALSE
en-US,Legal - CFR Title 9,territory,,FALSE
en-US,Legal - CFR Title 27,terrorism,,FALSE
en-US,Legal - CFR Title 19,textile or apparel good,,FALSE
en-US,Legal - CFR Title 19,textile or apparel products,,FALSE
en-US,Legal - CFR Title 10,the act,,FALSE
en-US,Legal - CFR Title 19,the act,,FALSE
en-US,Legal - CFR Title 26,the date the estate tax return is filed,,FALSE
en-US,Legal - CFR Title 18,the earth's surface,,FALSE
en-US,Legal - CFR Title 5,the parties concerned,,FALSE
en-US,Legal - CFR Title 26,the same mode of transportation,,FALSE
